id,abbr,name,publisher,url,rank,type,category
636,TCBB,IEEE/ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,B,Journal,10
637,JCST,Journal of Computer Science and Technology,SCIENCE PRESS/Springer,http://dblp.uni-trier.de/db/journals/jcst/,B,Journal,10
638,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,B,Journal,10
639,,PLOS Computational Biology,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,B,Journal,10
640,,Oxford University Press,The Computer Journal,http://dblp.uni-trier.de/db/journals/cj/,B,Journal,10
641,WWW,The Web Conference,Springer,https://dblp.org/db/journals/www/index.html,B,Journal,10
642,FCS,Frontiers of Computer Science,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,B,Journal,10
643,BCRA,Blockchain: Research and Applications,浙江大学出版社 /Elsevier,https://dblp.uni-trier.de/search?q=BCRA,B,Journal,10
644,,BMC Bioinformatics,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,C,Journal,10
645,,Cybernetics and Systems,Taylor&Francis,http://dblp.uni-trier.de/db/journals/cas/,C,Journal,10
646,,IEEE Geoscience and Remote Sensing Letters,,http://dblp.uni-trier.de/db/journals/lgrs/,C,Journal,10
647,JBHI,IEEE Journal of Biomedical and Health Informatics,,http://dblp.uni-trier.de/db/journals/titb/,C,Journal,10
648,TBD,IEEE Transactions on Big Data,,https://dblp.uni-trier.de/db/journals/tbd/,C,Journal,10
649,,IET Intelligent Transport Systems,,http://digital-library.theiet.org/content/journals/iet-its,C,Journal,10
650,JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/,C,Journal,10
651,,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,C,Journal,10
652,TII,IEEE Transactions on Industrial Informatics,,https://dblp.org/db/journals/tii/index.html,C,Journal,10
653,TCPS,ACM Transactions on Cyber-Physical Systems,,https://dblp.org/db/journals/tcps/index.html,C,Journal,10
654,TOCE,ACM Transactions on Computing Education,,https://dblp.org/db/journals/jeric/index.html,C,Journal,10
655,EITEE,ENGINEERING Information Technology & Electronic Engineering,浙江大学出版社 （原Springer）,https://www.academax.com/EITEE/home,C,Journal,10
656,TCSS,IEEE Transactions on Computational Social Systems,,https://dblp.org/db/journals/tcss/index.html,C,Journal,10
657,,IEEE Transactions on Reliability,,https://dblp.org/db/journals/tr/index.html,C,Journal,10
658,HEALTH,ACM Transactions on Computing for Healthcare,,https://dblp.uni-trier.de/db/journals/health/index.html,C,Journal,10
659,ACM DLT,ACM Distributed Ledger Technologies: Research and Practice,,https://dblp.uni-trier.de/db/journals/distribledger/index.html,C,Journal,10
660,WWW,The Web Conference,ACM,http://dblp.uni-trier.de/db/conf/www/,A,Conference,10
661,RTSS,IEEE Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,A,Conference,10
662,CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,https://dblp.uni-trier.de/db/conf/cogsci/,B,Conference,10
663,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,B,Conference,10
664,EMSOFT,International Conference on Embedded Software,IEEE/ACM /IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,B,Conference,10
665,ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,https://dblp.org/db/conf/ismb/index.html,B,Conference,10
666,RECOMB,Annual International Conference on Research in Computational Molecular Biology,Springer,http://dblp.uni-trier.de/db/conf/recomb/,B,Conference,10
667,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,B,Conference,10
668,WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,B,Conference,10
669,AMIA,American Medical Informatics Association Annual Symposium,AMIA,http://dblp.uni-trier.de/db/conf/amia/,C,Conference,10
670,APBC,Asia Pacific Bioinformatics Conference,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,C,Conference,10
671,IEEE BigData,IEEE Intermational Conference on Big Data,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,C,Conference,10
672,IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,Conference,10
673,SMC,"IEEE International Conference on Systems,Man,and Cybernetics",IEEE,https://dblp.uni-trier.de/db/conf/smc/,C,Conference,10
674,COSIT,International Conference on Spatial Information Theory,ACM,http://dblp.uni-trier.de/db/conf/cosit/,C,Conference,10
675,ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.uni-trier.de/db/conf/isbra/,C,Conference,10
676,SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,C,Conference,10
677,SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,C,Conference,10
678,ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,C,Conference,10
679,ICSS,International Conference on Service Science,CCF/Springer,https://dblp.uni-trier.de/db/conf/service/index.html,C,Conference,10
680,AFT,Advances in Financial Technologies,Springer,https://dblp.uni-trier.de/db/conf/aft/index.html,C,Conference,10
681,IJTCS-FAW,International Joint Conference on Theoretical Computer Science-Frontier of Algorithmic Wisdom,Springer,https://dblp.uni-trier.de/db/conf/faw/index.html,C,Conference,10
